task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
spam,1936,net mins&100txt,2426,weâ€˜re bâ€˜ham,1180,", boat",1114,to 80488 .,2352,cruise CASH .,1157,Brandy Rum,773,LOVE MUM,2494,HI BABE SHIT.JUSTFOUND,2132,day Ã¼ da,84,"Babe ,",765,. weâ€˜re,1943,water dock,1078,footprints,151,Win,1186,Neva test quality,1138,. Iriver 255,2021,Rajitha Raj Ranju,232,07123456789 87077,356,present ar,485,credits www.ringtoneking.co.uk
spam,2687,CHATLINES INCLU,636,u thanx,411,class at,1775,URGENT ! 4,1591,jocks calling,2045,4 FREE,2514,chip fat,1715,WK Txt STORE 88039,419,Cheer Tear,829,Chachi,1012,( 8th,1722,On,501,friendship on,2667,630 Got,1625,toClaim SAE TC,602,part of,475,of two,1593,free 2,2368,ALETTER 4thNOV.BEHIND,2039,Wine dhina
spam,1915,) Dear Helen Dozens,978,games TheDailyDraw Dear,2228,chiong on,3,R Dear .,1199,files system,378,for 6hrs .,2232,tuesday On,2519,Moby,2908,Thk of,1934,a High,812,billed Netcollex,1640,. Money,1537,Cheer No,2863,NEED CLEAN,1896,T&C 18,1639,bed girl,386,. Thanks,197,u Wot ?,334,. Call 08715203652,1872,Umma
spam,2861,_ _,1374,words,98,NOKIA Motorola with,1684,reward hours,692,Z care,510,million,2699,ni8,1820,. OptOut,2681,4 real,2031,than,2150,2 between,814,of Man,2573,Polo Ltd Suite 373,1010,INDIA CUST SED,1056,T&C at,1485,; min,212,T Cs,2398,class pm,2130,Vodafone customer computer,1879,Chat UK
spam,484,txt STOP,747,food place,1704,wedding in,301,Google,1473,DeliveredTomorrow With,1563,", blimey",2212,mom fun,685,By,2550,na Google,1039,wedding chapel,700,PROBPOP CU SATTHEN,2397,- to 85023,598,Near,257,call 08000930705 .,571,S. I. points,1959,GUD .,825,NEFT,745,GUARANTEED Call,2438,Man - week,18,3 ! Text
spam,2889,TAROT TEXTS,299,way London,1681,tomorrow yesterday,899,stop to,1574,"Suprman Matrix3 ,",218,", NOW1",149,09065394973,2215,Google cliffs,1333,3MOBILE,2518,cine Dun,652,About,1690,Ltd. 1013 IG11,125,Armand,789,Dear . Gud,828,games TheDailyDraw,405,! Text CHANCE,550,new Duchess,580,alcohol Jay,1695,the Guild,1543,in 20
spam,2818,! text,844,Ambrith .. madurai,1082,to 84199,2828,. Omg,2914,New 3510i,1970,800 -,2530,Yahoo !,1352,Aiyah tok u,2933,. Luv,295,THANKS FOR,2636,chiong sat,1958,.. madurai,318,. to 88039,133,Account for,91,CHA BABE,2351,. 128 mb,2935,. MobileUpd8,1616,DAYS AGO.CUSOON HONI,107,84199 Opt,2591,4.50 .
spam,512,. 16,53,story Man -,2958,2morrow,927,Suprman Matrix3,2611,WIN,2808,Thanx,399,! ¦,2134,care of,1746,. Netcollex Ltd.,2620,", TsandCs",2874,Xmas prize 2,2539,footprints to,2063,egg for,584,Rose,1928,... Weiyi,2218,MOBNO eg LOVE 07123456789,1149,'s Thanx,2120,44 Do,2678,. Who,1441,08001950382 call
spam,1908,Ashley,2394,landline Delivery 28,1730,Crab :,492,. Call 08000839402,532,Txt 86688,669,morning Happy New,907,. SkilGme,1177,Vegas in,281,Txt . Call,631,thanks for,1737,u Pl,614,Happy,2186,for Jay,1232,3 TAROT,2337,trueÂ¡C RingtoneÂ ¡,2432,630,2194,lor time,344,... man,1213,Pound prize claim,1196,Aiyah 2
spam,1565,sch stuff,1263,have Â£750 Pound,1990,minute BT,1217,08700621170150p msg,1944,"from 2004 ,",1346,side,491,Statement 800,1295,. within 28,1029,", hour",2359,Txt .,2292,. Text,1053,Happy New Year,2142,points Call Identifier,2638,imma drink,1890,2 BAHAMAS !,976,content text,2517,Amrita,494,INCLU MINS,2884,. Call,179,- net
spam,639,problem,1421,trueÂ¡C C RingtoneÂ,1307,everybody up,2331,BABE IM,1568,MINS . INDIA,1607,! Motorola SonyEricsson,1497,5.30 was,2753,09061221066,2205,brother role,2389,crab Crab,2015,yuou on,1964,valid December,2124,her Reply,221,Brandy,1893,sch at,2216,Fear Cheer No,932,darlin on,1008,shade to,1556,home of,2713,rs shelf
spam,2095,13/4/04,1126,way rencontre,2755,! Happy,1111,to 87077,2415,"Damn , zac",376,! DOWNON,1815,Wine dhina vaazhthukkal,1769,. Ã¼,1836,FUCKIN SHOWR,903,"POBox334 ,",952,""" GUD",1954,Omg,858,concentration dear,684,u about,497,Taka,2785,; times,1335,Congratulations Thanks,2307,Musta on,1389,e 4,1513,minutes to
spam,2790,4BREKKIE,1887,.. Mind,1819,60p .,1519,GUARANTEED Call 09058094454,2803,. 2 meals,872,Rose water,1479,. C,101,HI IM HOME,1077,UR 2,336,Reply YES-910 NO-910,1278,thought as,736,bout,1119,afternoon sexy,1700,entry in,1912,Mind,2944,Tuesday night r,1598,. Netcollex,2503,leg Musta,518,8714714 UR,1222,FA
spam,1045,LIFT U,2229,Waaaat,423,girl in,2945,=,1968,! Account Statement,2383,U've to,2521,! Txt 86688,2528,ONLYFOUND AFEW,366,Dude for,1184,awarded City Break,2879,Rose water season,1918,. Gud ni8,694,Darren,2233,Mind without,2584,Ambrith ..,781,K text,1733,High prize,1675,Motorola 12mths 1/2price,553,09066362231 !,508,"May ,"
spam,2766,High if,2450,? day,1578,... U,1047,home aa,1793,09094646899 ! Chat,2821,Xmas 2,2293,. re,1063,Your 4,1474,. Chef,291,PROBPOP IN,1824,. Coffee,1925,NEFT Transaction with,382,GRAN,1961,... hamster,2375,in,818,Dat day,945,for 2 .,2482,4BREKKIE !,2043,havn't for,2041,HI IM AT
spam,2919,cheap:-,2544,31 December .,2114,. TC,912,- ENG STOP,2862,tap at,759,regards to,782,letter B,1818,part IQ,1660,exam march,1584,mayb lor,1683,? time,85,yahoo email,100,four,1720,09061743386,1590,80488 Your,2559,airport evening,695,8714714 -,200,2 spell,702,2 2morrow,2899,Joy
spam,2690,T .,1344,. PSXTRA LRG,2199,points Call 08715203652,2605,per,1679,Dear Helen Dozens,2178,cheap:- ),2700,call on,1394,""" GRAN",583,. Call 09058094454,2167,HI BABE,273,cricket ground Gimme,161,1 finish,2449,africa hope,160,W1J call,1059,without Mind,1178,reply 08000930705,1431,NEFT Transaction,914,love U.,2648,* Costa Del Sol,429,08700621170150p reply
spam,1953,Zogtorius . IÂ’ve,2374,home to,1516,friend Companion,2666,. scratches,111,what problem,1048,2 ... Hee,1646,. PSXTRA 4,956,Dun,1839,? somebody,2672,Taka lor,2732,man that,926,! Thanks,1348,Xmas . 2,971,If,815,", imma",1671,! Chat,697,jealous million,426,. Tis IAS,2571,4 ?,633,lot times:)lil
spam,2365,friend need,719,Cheap Chat,2,Txt LOVE NAME1,41,fact that,1687,cut road,521,? What,1810,- mins&100txt,1252,come mc,285,JEN .,874,Tuesday night 4,856,"Dear ,",2714,I. .,38,our ex,2191,", ryan",1913,. Delivery 28,153,20,437,! Opt,2282,? Txt,2360,. 09061209465 !,2214,", coach"
spam,1412,LOVE JEN .,2442,one 's,164,gossip at,792,. Reply,2570,Tuesday,1909,NOKIA Motorola,1797,4 ! bx420-ip4,1135,K.k:)apo k.good,2741,my Kids,220,call 08701237397,1194,TnC www,1058,. T&C,1967,Account Statement,625,EY ! CALM,1719,Gumby,1623,? WALES,562,whether 2 ...,1436,. IÂ’ve,1911,Lul gettin,870,", parents"
spam,428,probs hon,11,Kids .,2377,deficient three,1987,2 2,438,! 2stoptxt,832,Polo Ltd,588,call 08718726978 !,1098,Luv to,323,friday morning,2905,have Â£750,637,Sac,1894,finish meeting,1622,MMM,472,Call 08715203652,40,. Call 08717507382,957,Holby ?,2092,a New,775,MESSAGE,558,ass to,991,CALL
spam,1689,lt;#&gt da .,2508,Urgh coach,2177,. U,2619,2 r,2376,THATÂ’SCOOL PROBPOP,339,"Scotch """,1137,09066362231,834,cine lor Dun,1382,discount,720,2 know,1041,Text to 85555,1258,CU 4BREKKIE !,756,John . John,436,thread cause,2161,lt;#&gt cheese,304,reward of,267,on Tuesday,2669,Cheers message,1017,money than,851,. To
spam,913,money issue,2250,been Valentine,2133,! chat,1858,claims,96,""" HI",306,Earth ...,1813,Gud ),2902,Txt 88039 .,2881,HI DARLIN,25,bread milk,2410,work something,1195,3MOBILE IF,297,FOR,108,2 easy,1707,Identifier 42810,1548,PRIVATE 2003,1617,placement training Amrita,1799,Babe,2515,GUARANTEED . 09058094454,1994,? Dat
spam,2355,Call Identifier,442,r TODAY,1397,02/06/03 is,1582,", B'day",129,a Man,678,in 4 ...,1398,4,2742,Touch night,1966,- 2,1667,of el,2679,09061209465 ! C,1128,na,1654,Gud,1564,MMM ... Fuck,2837,Happy New,515,!,1841,* Costa,270,bottle wine,2315,SERVs . L8ER,1302,admirer who 2
spam,2055,Txt LOVE,1313,3030 Valid,464,name to,1886,BILL 3,1312,CASH .,1550,Ya,1997,bus on,2241,? XX,2493,california .,1613,Yo,2476,wnt to,142,Free Games,298,86888,1618,Â£750 prize 2,1831,Opt - ENG,1502,"Randy ,",2405,"Damn ,",2313,lyricalladie(21/F ),823,os to,609,sux snake
spam,2342,vouchers entry,726,URGENT,519,FreeMsg : Fancy,77,night so,34,love love,2882,. 2morrow !,1809,DEVIOUSBITCH.ANYWAY CALL U,2629,tap spile,377,", children",2240,08000839402 ! 2stoptxt,1022,WK . Txt,2788,. priority,2400,day Ã¼,496,2 send,2712,Great Building,434,bottle of,1969,comp FA Cup,208,SHIT .,1238,Zogtorius .,2603,.. Ã¼
spam,531,Cornwall ? Txt,526,PSXTRA PORTIONS 4,1223,Call 08712466669,1437,kiss from,114,wiskey Brandy,246,TCs POBox334 Stockport,817,_ of,1991,. worries,1662,free Free,533,sister to,2414,lunch break,902,planning everyone,120,13/4/04 . Call,2076,once,421,call 09058094597,2762,customer T&C,2826,"Rose ,",412,awarded City,827,yo ?,774,charles about
spam,2858,. PSXTRA,2396,SHIT,904,what in,941,gastroenteritis If,1867,da:)i of,665,brains to,226,Landline DATEBox1282EssexCM61XN,985,- call 09058094597,2050,KIng Club,1661,ex ...,1993,SAE TCs POBox334,749,FreeMsg :,2353,ur 4,2865,Txt Orange Call,1977,Â£750,406,shade stuff,606,3510i DeliveredTomorrow ?,969,touch to,2568,T Cs Â£3.00,2217,in bâ€˜ham
spam,1868,office lap,869,Detroit,709,week end,172,PROBPOP CU,2621,sister cookies,2286,Voila !,404,- Xmas,2906,447801259231,2896,fr,477,? 300 minutes,764,WITH,1833,K.,2512,SED L8ER GOT,2506,... wind,1919,e sim,2558,- S. I. M.,1214,chennai for,1208,Gimme,1161,", havn't",1206,mobile
spam,950,May .,2552,. Voila,1269,attempt u,1521,you'ld to,1754,NEFT reference,2116,TsandCs Reply,280,NOKIA with,1956,2 Â£100,1678,with 1/2price,2048,chuckin ur,1989,SiPix !,1021,hopes offer,2787,? Aiyah 2,1774,GUARANTEED .,2857,Gud Ni8;- ),2030,iâ€˜ll,2569,Merry Christmas,1897,u wan,169,attempt to,1785,Chachi calling
spam,2412,... Y,919,44,2344,from 2004,596,", INTELLIGENT",89,From,2190,TnC .,1272,redeemed S. I.,1957,Update_Now Xmas,672,2 - 2,394,U ME LIKE,1202,operator to,2833,Dad,1406,! Mins 1000,499,. Nothing,2402,maga that,2107,Thanks ringtone,2499,"FUCKINNICE!SELFISH , DEVIOUSBITCH.ANYWAY",2012,widelive.com/index wml?id=820554ad0a1705572711&first trueÂ¡C,1600,John John,147,May 2005 Text
spam,294,! 09066362231 !,2579,- who,1542,smeone to,2600,. Musta,432,Lover Chef,352,One,1621,Neva,2686,1,2243,prize to,2162,150p .,1512,"Princess ,",568,"Offer Motorola ,",2599,cruise CASH,1666,2 .,380,at 930 ?,1207,overa week,1984,Ten,1741,is John John,1960,. Neva,21,2 . 2morrow
spam,16,; number,32,. Call 08712466669,2044,Offer Motorola,507,LOVE 07123456789,2923,movies laptop,2423,Voila,1259,? to,1843,2003 for,413,shopping to,1376,sense in,158,ON,1044,el,256,for,2100,! year,1375,087187272008 NOW1,2110,BILL 3 DONT,234,For,2192,! to 86688,204,Hmm to,1594,08717898035 . Â£3.00
spam,396,RT - KIng,2655,science Y,2693,STORE 88039 SkilGme,933,alive Gud,2844,BLOOD.Send to,771,B LOVE MUM,2393,california weather,2939,sch Yar,1889,! day,1091,last two,1424,", IÂ’L CALL",723,want Tuesday,1717,bed to,1649,87575 . Cost,2117,u maga,871,I. . Call,2084,call 08712460324(nat rate,873,awarded SiPix,347,EY CALM,2676,- hols
spam,668,trueÂ¡C C,1634,BABE IN,393,cal once,383,800 redeemed,2296,! 09066362231,2696,CASH To,348,""" dhina",1805,call if,1946,cause to,2728,class tomorrow,1081,touch thanks,859,"to 20,000",2280,TsandCs Reply HL,1230,"TC , POBox334",2595,. widelive.com/index,1710,reference number,2108,! Dad,59,Ta,1772,Crazy ar,247,Xmas .
spam,689,"Rose , season",2604,$,2910,my London,2275,2 save,410,Tuesday . 2,333,rooms activities,1226,crab Crab :,1090,water season,441,BAHAMAS !,527,.. Ya,2901,Woodland,2225,"Urgh ,",603,tkts May .,170,FOR Text,1075,3 !,2049,. wahala,1859,lt;#&gt min,1612,K if,882,.. 2morrow maga,1881,""" CHA"
spam,2231,bus If,946,- DOUBLE,2221,chance ur,1580,want New,186,Dude sux,2433,Dat,2081,. text 61610,760,. call 09061209465,2917,* face,2780,Ã¼ fr,2239,spree WK .,102,500 FREE,2745,86688,1998,6hrs,414,two ! Dad,2168,Sat ?,2255,ADAM to,2582,Txt CHAT,1452,for Zogtorius,314,2 ?
spam,1306,on,1035,flag on,1019,.. finishd,2802,ads 150p,2080,09066362231 URGENT,1165,By Rajitha,74,to 85555 !,230,. Yar,2673,offers T Cs,564,Xmas . claim,2897,Call 09094646899 !,1338,thru Voila,626,Rajitha,1330,Thanx 4,795,. 09050090044,2473,ENG Box39822 W111WX,2074,reply today,1672,Polo Ltd Suite,1174,"Â£2,000 Xmas",2495,kappa guys
spam,2242,IQ Tis IAS,1546,one .,1254,. pics,2301,rate,1629,call 09066362231 !,1117,2 :-(,1132,Tyler,268,out,2257,problems,2248,Txt CHAT to,1062,bonus caller 02/06/03,2761,T 08717898035,2851,Account,2920,bit of,2447,IM,906,afternoon sup,2725,the Xmas,2545,Call 09058094454,2484,.... to,2663,Urgh
spam,1410,from,1380,rest week,116,. claim,2145,ASKED 3MOBILE CHATLINES,1864,"Haha ,",540,IF INCLU,1358,. mind,2784,attending da,1638,: UR,1808,S. points,1758,to 87121,2845,. GOD,1560,Wanna who,2462,on 02/06/03,836,hopes with,1239,"Matrix3 , StarWars3",2201,4 . lunch,2017,"TCs POBox334 ,",1922,one ...,365,Offer DOUBLE Mins
spam,460,? 300,235,Yahoo ! 4,807,am wednesday,1863,Friendship poem,191,Cheer No Tear,90,Each Moment,2892,447801259231 secret,1860,Thanx 4 everything,1143,thing princess,70,customer services 09065989182,2777,Â£750 prize,2534,r model,2549,100 free,1739,Tis IAS question,538,Howz r,2155,Helloooo ...,1200,Camera 09061221066,849,Great Building Was,549,2 e,1504,OURBACKS FUCKINNICE!SELFISH
spam,650,""" ni8",1807,Rajitha Raj,1387,to 2,1051,to 86688,744,abt mei,2336,! Somebody,1759,86888 claim,79,Happy B'day,2853,Nickey of,1740,at 10p,2912,bx420-ip4 - 5we,2070,what to,1899,good from,1829,TxtNO ads 150p,1182,.... night,715,obese Oyea,2683,08717898035 Â£3.00,1034,. Oyea,1552,do Ta,1892,Woodland .
spam,1073,08081560665 speak,886,18,1828,necklace token,2513,Map .. Imprtant,1901,NEFT with,718,: No,2692,from Dear,2662,Fifty ?,2380,thanx for,666,Free,2567,Evening luv Night,977,wit kz,1770,5,192,u who,2852,YES-910 .,1298,Rajitha Ranju,1093,: to,2660,: 89545,788,IN AGES,1567,K :
spam,1832,. plans,1355,sister from,1888,Per,481,Win High Street,1800,3 WANT,249,- for three,449,of,1732,. 500 text,2806,"Â– FUCKINNICE!SELFISH ,",2424,Aiyah tok 2,1430,jay sort,1445,test to,51,? Fifty ?,2809,way to,2814,Txt to,1674,monday,1865,lap in,1780,Luv from,931,while,121,sister in
spam,683,- DOUBLE Mins,1446,airport road,2446,MUSIC to,2007,K.k:)apo k.good movie,2363,road side,2477,bx420-ip4 .,705,? year,2209,4.50 Should,1768,NOKIA,2554,? tok 2,468,. trueÂ¡C,2734,HMM if,113,textbook intro,2207,T,2011,. 13/4/04 .,837,i.ll,445,.. Crab,284,Men ladies,1030,John John is,1210,- UR City
spam,2213,Dear Helen,2860,.. today,2798,SMS.ac u hmmross,1146,Win High,2417,bit run,228,yours 09061209465,1637,", everybody",2630,MobileUpd8 08000839402 call2optout,2089,GUD nyt,2485,! 3,1507,MMM Fuck Merry,238,! What,1334,. Txt STORE,2234,argument from,2160,who Duchess,2537,4 Call,2057,42810 29/10/0,2743,CLEAN WITH,139,credits,360,crab on
spam,1462,. Msgs,2542,girls at,1099,2 OptOut,2151,message,1318,", place",646,eyes in,516,problem at,1595,. L8ER,1169,2 3,2094,STOP to,1982,TnC,963,4thNOV.BEHIND OURBACKS,802,about,30,vouchers entry 2,1,", problem",58,12mths linerental,2348,for 800,1419,HI BABE HOME,2372,4 .,2434,! 08081560665
spam,368,Call on,1388,... Ã¼,80,08701237397,115,Detroit .,2165,08712466669,227,Digital call,712,in WALES,2051,comp to,2467,130 .,679,", IÂ’L",1585,2 ur,2422,Dude .,467,? hope,981,lt;#&gt bucks,2795,by tones2you.co.uk,1343,Driver . Aaniye,922,on 02/06/03 !,2721,way friendship one,332,HEART WITH,303,numbers on
spam,395,want Xmas,1838,EY ! DOWNON,1811,r 2waxsto,71,Be Touch,1760,sim Haiz ...,2838,start March,2435,fear of,796,SiPix Digital Camera 09061221066,2200,Detroit . home,1728,"1/2price , 500",857,4 After,655,your yo,1332,A BEAUTIFUL,1411,. friendship,439,"9 ,",2169,"May , tomorrow",2175,. www.4-tc.biz,1544,to 88039 .,660,latest 4,1776,... Fuck
spam,1097,. texts,471,SED L8ER,1054,reference X49,1482,driving test,2810,between 2,579,within,939,Dear Helen of,2001,fifteen,2004,. Identifier,876,computer Aiyah,1869,", things",905,rcvd to,2361,: Expression,742,BAHAMAS CallFREEFONE,453,", Matrix3",2864,8th to,1862,by,2341,930 ?,398,the Â£750,2381,reward 3
spam,1535,with,543,13/4/04 08717507382,2029,map reading,2461,9 can,1255,part oredi,2525,087187272008 NOW1 !,1386,shit because,2072,GOTMARRIED 4thNOV.BEHIND FUCKINNICE!SELFISH,1706,call friend,1488,. BT,1876,"Mobiles ,",1086,what cause,27,4 . Chef,2925,min Polo Ltd,243,FLAG 84199 !,1289,what charles,1713,John _ _,1023,messages until,2143,. month,1191,U R Near
spam,278,hold connections,2819,TELLMISS ON,676,year pass,2954,lunch After,2747,... ur 4,909,Â– FUCKINNICE!SELFISH DEVIOUSBITCH.ANYWAY,2680,Call Identifier :,2480,: Rajitha,1009,cold nothing,2032,seven,2083,May 2005 .,667,at seven .,1396,better tho,2616,HI UAWAKE?FEELLIKW,236,mail panren,1450,DeliveredTomorrow With 300,2502,URGENT !,659,flirt Reply,525,tel ur,813,3230
spam,440,sux for,2866,. Soup,1046,Chat,928,first Usmle,2754,call am,2842,. www.4-tc.biz 2optout,2478,Wewa,1525,Ãœ home,1955,High Street prize,2236,4 long,2871,9,1256,LATE LOVE,1562,chat with,999,. 16 .,1211,: www,2230,? tomorrow,2635,SiPix,2794,Got Dat,767,- KIng Pro Video,2373,bus stop
spam,2929,. test,1781,to 87575 .,839,at seven,154,within 28,850,txt 83021,2816,time ur,1777,. X,1101,friend until,487,march el,1268,reply call,619,2 u.,2097,4u,811,ENG STOP,1189,Howz persons story,1553,lt;#&gt inches,1764,INTELLIGENT WOMAN LIKE,2181,results,262,sense foot,964,tkts 21st 2005,103,5.30
spam,13,! to 85555,686,styles,350,hear Netcollex Ltd,2566,Taka .,2524,to one,629,Den chiong sat,2125,Touch . night,2141,stuff,2033,. Txt 88039,363,Merry to,2702,persons story,942,smiles frm,2760,Landline DATEBox1282EssexCM61XN 150p 18,2492,site to,1242,trueÂ¡C RingtoneÂ,2009,Holby,852,wan for,2738,Lover Chef .,2637,SHOWR,1193,? tok
spam,2102,4thNOV.BEHIND,2744,. PORTIONS,2277,Imprtant r,1390,logo ur,2109,toughest Earth,94,2,1653,night r,10,Twinks bears,165,Motorola 12mths,961,K,1643,Detroit home,860,Haha ...,2321,files computers,1975,good to,1589,minute BT -,2069,so,2019,"100 20,000",1018,CHATLINES INCLU MINS,716,ENG . Box39822,824,the Crab
spam,1317,call like,2585,are SiPix,1423,Ambrith madurai,300,'s Holby,1164,Miles,2887,Whatsup,511,2005 Text,1633,. Wife,593,Reply YES-910,2431,prize GUARANTEED .,670,AGES ME IF,1407,another T&C,1930,87066 . Ldew.com1win150ppmx3age16subscription,2649,STORE . SkilGme,2543,Fancy chat,454,! 100,566,. Delivery,1155,phone ur,1636,doesn\'t on,2058,2 come
spam,1134,Nickey Platt of,2711,: 8714714,778,Tyler ( 8th,1558,08715203652 Identifier :,2903,Subscribe6GBP mnth 3hrs,2075,NIGHT THANKS,708,ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND,2008,that 2waxsto,1024,"cabin PA ,",1559,. friend,2735,imma cause,1762,two,2153,.. Eyes,2390,gandhipuram to,416,girl world,2136,everything to,572,contact u.,875,thinks UR,305,time week,2850,news after
spam,97,Moby Pub Win,2303,number,578,", rencontre",1013,", HEART",28,Cheers message Zogtorius,2804,09058094454,1752,Helloooo,880,Amrita .,1020,to 61610 .,2448,FLAG to 84199,1141,hole if,779,BAHAMAS ! 08081560665,1401,man of,1057,files in,2719,a GUARANTEED,1647,150p,2490,colour phone DeliveredTomorrow,2295,Haiyoh ... hamster,1156,"K ,",1665,e msg
spam,2769,Soup !,1076,had Nickey,1261,Haf ?,2326,. Mark,1801,HI,312,pints carlin,2895,. Two nurses,388,finish call,1453,Howz,2468,. girl,1900,London W1J call,1483,"Urgh , coach",168,As,2406,", 16 TsandCs",2689,IN CU,2210,lunch lunch,2855,camera phones 4,193,landline Delivery,2300,09066362231 Your,1405,LOOK AMY
spam,2276,Costa Del,1748,DeliveredTomorrow ?,2824,CALL U,864,advice,2695,AMY URE BEAUTIFUL,1233,Bam for,1527,4 * Costa,2934,to 84199 !,2628,to 4u,1384,IN,2026,GUD MRNG,15,. mobile,2354,overa since,967,Call MobileUpd8,1735,Ashley that,953,FRND 62468,2565,plans What,127,) egg,2028,for 2,178,sim archive Haiz
spam,768,. membership,2278,- Text 85023,2364,DONÂ’T LIKE,570,. Â£3.00 Sub,544,tap spile seven,2371,130 255,2936,week b'day,231,TAROT,1496,. pieces,287,1 friend 2,2237,. P.,911,STOP Â£1.50 008704050406,1129,magazine telephone,2413,ten ....,1068,Den on,1250,bus way,482,tmr meet,384,' doctors,452,- Morning,2323,face in
